Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Aylık ortalama net kaç bin TL alıyorsun?,Cinsiyet
8/2/2024 16:39:25,Türkiye,Tam zamanlı,Hybrid,8,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,81 - 90,
8/2/2024 16:39:26,Türkiye,Tam zamanlı,Hybrid,1,Junior,C#,Backend,31 - 40,
8/2/2024 16:39:27,Türkiye,Tam zamanlı,Hybrid,6,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,71 - 80,
8/2/2024 16:39:29,Türkiye,Tam zamanlı,Remote,8,Senior,Java,Backend,131 - 140,
8/2/2024 16:39:33,Yurtdışı TR hub,Tam zamanlı,Remote,10,Senior,"JavaScript, Java, Python, SQL",Backend,121 - 130,
8/2/2024 16:39:34,Türkiye,Tam zamanlı,Hybrid,2,Junior,SQL,IT Specialist,31 - 40,
8/2/2024 16:39:35,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#, SQL, Visual Basic",Backend,151 - 160,
8/2/2024 16:40:06,Yurtdışı TR hub,Tam zamanlı,Remote,8,Engineering Manager,"HTML/CSS, C#, C++, SQL",Backend,111 - 120,
8/2/2024 16:40:06,Türkiye,Tam zamanlı,Remote,11 - 15,Staff Engineer,"Java, Go",Backend,241 - 250,
8/2/2024 16:40:08,Türkiye,Tam zamanlı,Remote,5,Mid,"Java, Swift",iOS,51 - 60,
8/2/2024 16:40:29,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Go, Scala",Backend,71 - 80,
8/2/2024 16:40:42,Türkiye,Tam zamanlı,Remote,11 - 15,Architect,"HTML/CSS, JavaScript, TypeScript, C#, Python, SQL",Fullstack,111 - 120,
8/2/2024 16:41:11,Türkiye,Tam zamanlı,Remote,3,Mid,"TypeScript, SQL",Backend,31 - 40,
8/2/2024 16:41:21,Amerika,Yarı zamanlı,Remote,9,Senior,"HTML/CSS, JavaScript, TypeScript, Java, Python, SQL, Bash",Fullstack,141 - 150,
8/2/2024 16:41:28,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, C#, Python, C++",Backend,31 - 40,
8/2/2024 16:41:38,Yurtdışı TR hub,Tam zamanlı,Remote,9,Senior,"JavaScript, Java, Go",Backend,201 - 210,
8/2/2024 16:41:38,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 16:42:38,Türkiye,Tam zamanlı,Hybrid,1,Mid,"HTML/CSS, JavaScript",Fullstack,41 - 50,
8/2/2024 16:42:56,Türkiye,Tam zamanlı,Remote,2,Mid,"Python, SQL",Data Scientist,51 - 60,
8/2/2024 16:43:06,Türkiye,Tam zamanlı,Remote,8,Mid,"JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 16:43:14,Türkiye,Tam zamanlı,Hybrid,11 - 15,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,131 - 140,
8/2/2024 16:43:15,Avrupa,Tam zamanlı,Remote,11 - 15,Senior,Java,Backend,151 - 160,
8/2/2024 16:44:03,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript",Frontend,21 - 30,
8/2/2024 16:44:09,Türkiye,Tam zamanlı,Remote,7,Senior,ABAP,SAP Developer,91 - 100,
8/2/2024 16:44:10,Türkiye,Tam zamanlı,Hybrid,10,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#, Swift, Python",Fullstack,151 - 160,
8/2/2024 16:44:24,Yurtdışı TR hub,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,171 - 180,
8/2/2024 16:44:48,Türkiye,Tam zamanlı,Office,16 - 20,Engineering Manager,C#,Project Manager,131 - 140,
8/2/2024 16:44:59,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, C#",Backend,51 - 60,
8/2/2024 16:45:01,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,Java,Backend,101 - 110,
8/2/2024 16:45:15,Türkiye,Tam zamanlı,Remote,7,Senior,"Java, Go, Python",Cyber Security Engineer,91 - 100,
8/2/2024 16:45:31,Türkiye,Tam zamanlı,Hybrid,10,Team Lead,C#,Backend,111 - 120,
8/2/2024 16:45:40,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Fullstack,31 - 40,
8/2/2024 16:46:41,Türkiye,Tam zamanlı,Hybrid,9,Senior,C#,Fullstack,71 - 80,
8/2/2024 16:46:44,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, C#",Backend,21 - 30,
8/2/2024 16:46:54,Türkiye,Tam zamanlı,Hybrid,3,Mid,"C#, SQL",Backend,41 - 50,
8/2/2024 16:47:33,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, PHP, Swift, Python, Dart",Fullstack,21 - 30,
8/2/2024 16:47:38,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, C#, SQL",Frontend,41 - 50,
8/2/2024 16:47:53,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, Java, C#, Python, SQL",Fullstack,21 - 30,
8/2/2024 16:48:09,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,21 - 30,
8/2/2024 16:48:26,Türkiye,Tam zamanlı,Remote,1,Junior,"JavaScript, C#",Fullstack,21 - 30,
8/2/2024 16:48:43,Avrupa,Tam zamanlı,Remote,4,Senior,Swift,iOS,151 - 160,
8/2/2024 16:49:05,Türkiye,Tam zamanlı,Remote,3,Senior,C#,Fullstack,71 - 80,
8/2/2024 16:49:29,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,SQL,Danışmanlık,141 - 150,
8/2/2024 16:49:29,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, C#, Python, SQL",Fullstack,51 - 60,
8/2/2024 16:49:30,Türkiye,Tam zamanlı,Remote,10,Team Lead,"HTML/CSS, JavaScript, TypeScript, Java, C#, C, C++, SQL, Visual Basic",Fullstack,71 - 80,
8/2/2024 16:49:38,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, C#",Fullstack,81 - 90,
8/2/2024 16:50:18,Türkiye,Tam zamanlı,Remote,4,Senior,Swift,iOS,101 - 110,
8/2/2024 16:50:21,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 16:50:24,Türkiye,Tam zamanlı,Remote,9,Senior,"Swift, Objective C",iOS,121 - 130,
8/2/2024 16:50:30,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,C#,Backend,81 - 90,
8/2/2024 16:51:03,Türkiye,Tam zamanlı,Remote,3,Team Lead,C#,Fullstack,61 - 70,
8/2/2024 16:51:09,Türkiye,Tam zamanlı,Hybrid,2,Junior,Hiçbiri,DevOps,41 - 50,
8/2/2024 16:51:20,Türkiye,Tam zamanlı,Hybrid,4,Mid,Swift,iOS,61 - 70,
8/2/2024 16:51:24,Türkiye,Tam zamanlı,Remote,11 - 15,Engineering Manager,"JavaScript, Java, PHP",Fullstack,81 - 90,
8/2/2024 16:52:09,Türkiye,Tam zamanlı,Hybrid,5,Architect,"HTML/CSS, JavaScript, TypeScript, Go, Python, Dart, Rust, C, C++, SQL, Bash",Fullstack,161 - 170,
8/2/2024 16:52:28,Türkiye,Tam zamanlı,Office,1,Junior,Bash,Cyber Security Engineer,0 - 10,
8/2/2024 16:53:05,Türkiye,Tam zamanlı,Hybrid,8,Senior,"HTML/CSS, JavaScript, TypeScript, Java, C#, Visual Basic",Fullstack,101 - 110,
8/2/2024 16:53:27,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"HTML/CSS, C#, SQL",Backend,111 - 120,
8/2/2024 16:53:36,Türkiye,Tam zamanlı,Office,3,Mid,"Java, C, C++",Embedded Systems Engineer,71 - 80,
8/2/2024 16:53:56,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,Swift,iOS,111 - 120,
8/2/2024 16:54:10,Türkiye,Tam zamanlı,Hybrid,3,Mid,Kotlin,Android,51 - 60,
8/2/2024 16:54:20,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript",Frontend,101 - 110,
8/2/2024 16:55:18,Türkiye,Tam zamanlı,Hybrid,5,Team Lead,Hiçbiri,Manuel Tester,51 - 60,
8/2/2024 16:56:19,Amerika,Tam zamanlı,Remote,7,Senior,"Go, Python",DevOps,241 - 250,
8/2/2024 16:56:31,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, C#",Fullstack,71 - 80,
8/2/2024 16:56:31,Türkiye,Tam zamanlı,Hybrid,6,Senior,SQL,Data Engineer,71 - 80,
8/2/2024 16:57:05,Türkiye,Tam zamanlı,Hybrid,9,Senior,C#,Fullstack,61 - 70,
8/2/2024 16:57:15,Türkiye,Tam zamanlı,Remote,5,Mid,C#,Backend,51 - 60,
8/2/2024 16:57:22,Türkiye,Tam zamanlı,Office,11 - 15,Team Lead,"HTML/CSS, JavaScript, C#, SQL",Backend,101 - 110,
8/2/2024 16:57:24,Türkiye,Tam zamanlı,Hybrid,7,Team Lead,"TypeScript, Java, Python, SQL, Bash",Fullstack,71 - 80,
8/2/2024 16:57:31,Türkiye,Tam zamanlı,Hybrid,16 - 20,Senior,"Java, PHP, C#, SQL, Visual Basic",Fullstack,131 - 140,
8/2/2024 16:57:50,Türkiye,Tam zamanlı,Hybrid,7,Senior,"HTML/CSS, JavaScript, TypeScript, Java, C#, Python, C, C++, SQL",Fullstack,101 - 110,
8/2/2024 16:57:53,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,101 - 110,
8/2/2024 16:58:07,Türkiye,Tam zamanlı,Hybrid,8,Senior,C#,Backend,111 - 120,
8/2/2024 16:58:12,Türkiye,Tam zamanlı,Hybrid,20 - 30,Senior,"HTML/CSS, JavaScript, C#, SQL",Backend,71 - 80,
8/2/2024 16:58:22,Türkiye,Tam zamanlı,Hybrid,10,Engineering Manager,"C#, SQL",Backend,131 - 140,
8/2/2024 16:58:30,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, C#, Python, SQL",Fullstack,91 - 100,
8/2/2024 16:59:10,Türkiye,Tam zamanlı,Remote,1,Junior,SQL,Business Analyst,31 - 40,
8/2/2024 16:59:21,Yurtdışı TR hub,Tam zamanlı,Remote,0,Junior,"HTML/CSS, JavaScript, Java",Test Automation Engineer,31 - 40,
8/2/2024 16:59:25,Türkiye,Tam zamanlı,Hybrid,1,Junior,"JavaScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 16:59:31,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Backend,21 - 30,
8/2/2024 17:00:22,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"TypeScript, Go, C#",Backend,131 - 140,
8/2/2024 17:00:25,Yurtdışı TR hub,Tam zamanlı,Hybrid,6,Senior,C#,Backend,121 - 130,
8/2/2024 17:00:27,Avrupa,Tam zamanlı,Remote,8,Team Lead,"Go, PHP",Backend,121 - 130,
8/2/2024 17:00:35,Türkiye,Tam zamanlı,Office,5,Senior,"HTML/CSS, JavaScript, C#, Dart",Fullstack,71 - 80,
8/2/2024 17:01:07,Türkiye,Tam zamanlı,Hybrid,5,Mid,"Python, SQL",Data Scientist,61 - 70,
8/2/2024 17:01:11,Türkiye,Tam zamanlı,Remote,2,Junior,Kotlin,Android,41 - 50,
8/2/2024 17:01:22,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 17:01:30,Türkiye,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, TypeScript, Java, Go, PHP, C#, SQL",Fullstack,41 - 50,
8/2/2024 17:01:42,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Product Owner,61 - 70,
8/2/2024 17:01:47,Türkiye,Tam zamanlı,Office,4,Mid,"Rust, C, C++",Embedded Systems Engineer,61 - 70,
8/2/2024 17:02:38,Türkiye,Tam zamanlı,Office,4,Mid,"JavaScript, TypeScript, Python",React Native,31 - 40,
8/2/2024 17:03:08,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,91 - 100,
8/2/2024 17:03:45,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 17:04:21,Türkiye,Tam zamanlı,Hybrid,3,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,51 - 60,
8/2/2024 17:04:45,Türkiye,Yarı zamanlı,Hybrid,2,Junior,"JavaScript, C#",Backend,11 - 20,
8/2/2024 17:04:59,Yurtdışı TR hub,Tam zamanlı,Remote,11 - 15,Staff Engineer,"HTML/CSS, JavaScript, TypeScript, Java, Kotlin, Python, SQL",Fullstack,121 - 130,
8/2/2024 17:05:12,Türkiye,Tam zamanlı,Remote,10,Senior,"JavaScript, C#",Backend,91 - 100,
8/2/2024 17:06:09,Avrupa,Tam zamanlı,Hybrid,10,Senior,"JavaScript, TypeScript, Java, Kotlin, SQL",Fullstack,201 - 210,
8/2/2024 17:06:56,Türkiye,Tam zamanlı,Office,6,Senior,Python,DevOps,91 - 100,
8/2/2024 17:07:02,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 17:07:07,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,C#,Backend,161 - 170,
8/2/2024 17:07:42,Türkiye,Tam zamanlı,Office,6,Mid,"Python, C, C++, SQL, Bash",Backend,91 - 100,
8/2/2024 17:07:44,Türkiye,Tam zamanlı,Hybrid,0,Junior,Hiçbiri,IT Specialist,0 - 10,
8/2/2024 17:07:56,Türkiye,Tam zamanlı,Office,16 - 20,Architect,"JavaScript, Java, C#, SQL, ABAP, Visual Basic",Fullstack,71 - 80,
8/2/2024 17:08:07,Türkiye,Tam zamanlı,Remote,4,Mid,"C#, SQL",Backend,51 - 60,
8/2/2024 17:08:24,Türkiye,Tam zamanlı,Remote,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,131 - 140,
8/2/2024 17:08:27,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,151 - 160,
8/2/2024 17:08:38,Türkiye,Tam zamanlı,Remote,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript, Go, PHP, SQL",Fullstack,71 - 80,
8/2/2024 17:08:55,Yurtdışı TR hub,Tam zamanlı,Office,5,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL, Visual Basic",Fullstack,91 - 100,
8/2/2024 17:09:33,Türkiye,Tam zamanlı,Hybrid,5,Senior,Hiçbiri,Cyber Security Engineer,101 - 110,
8/2/2024 17:09:44,Türkiye,Tam zamanlı,Remote,6,Senior,"HTML/CSS, JavaScript",Frontend,101 - 110,
8/2/2024 17:09:47,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 17:09:50,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript",Frontend,51 - 60,
8/2/2024 17:09:51,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript",Frontend,51 - 60,
8/2/2024 17:10:17,Türkiye,Tam zamanlı,Hybrid,1,Junior,"Python, SQL",Business Analyst,51 - 60,
8/2/2024 17:10:40,Türkiye,Tam zamanlı,Hybrid,11 - 15,Architect,Hiçbiri,Danışmanlık,201 - 210,
8/2/2024 17:10:52,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, C#, Python, SQL",Fullstack,21 - 30,
8/2/2024 17:11:07,Türkiye,Tam zamanlı,Hybrid,7,Senior,"JavaScript, TypeScript, Java",Backend,101 - 110,
8/2/2024 17:11:18,Avrupa,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 17:11:36,Türkiye,,Office,11 - 15,Engineering Manager,"Python, SQL",Data Scientist,91 - 100,
8/2/2024 17:12:24,Türkiye,Tam zamanlı,Hybrid,2,Mid,"C#, SQL",Backend,61 - 70,
8/2/2024 17:12:31,Yurtdışı TR hub,Kendi işim,Hybrid,5,Senior,Dart,Flutter,201 - 210,
8/2/2024 17:12:35,Türkiye,Tam zamanlı,Hybrid,3,Mid,Swift,iOS,51 - 60,
8/2/2024 17:12:58,Türkiye,Tam zamanlı,Office,3,Mid,"TypeScript, C#",Fullstack,41 - 50,
8/2/2024 17:13:02,Avrupa,Tam zamanlı,Remote,11 - 15,Architect,"HTML/CSS, TypeScript, Java, Kotlin, SQL, Bash",Fullstack,161 - 170,
8/2/2024 17:13:06,Türkiye,Tam zamanlı,Remote,6,Senior,Hiçbiri,Danışmanlık,91 - 100,
8/2/2024 17:13:08,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,51 - 60,
8/2/2024 17:13:11,Türkiye,Tam zamanlı,Hybrid,4,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 17:13:41,Türkiye,Tam zamanlı,Remote,5,Mid,Python,ML Engineer,21 - 30,
8/2/2024 17:14:26,Türkiye,Tam zamanlı,Remote,4,Mid,"JavaScript, TypeScript, Java, Go",Backend,121 - 130,
8/2/2024 17:14:31,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 17:15:30,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, Python",Fullstack,21 - 30,
8/2/2024 17:15:35,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 17:15:56,Türkiye,Tam zamanlı,Remote,10,Team Lead,C#,Backend,71 - 80,
8/2/2024 17:16:06,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, Python",Fullstack,21 - 30,
8/2/2024 17:16:35,Türkiye,Tam zamanlı,Hybrid,2,Mid,Swift,iOS,31 - 40,
8/2/2024 17:16:45,Türkiye,Tam zamanlı,Office,2,Mid,ABAP,SAP Developer,11 - 20,
8/2/2024 17:17:12,Türkiye,Tam zamanlı,Hybrid,6,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Backend,61 - 70,
8/2/2024 17:17:16,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",Fullstack,300 +,
8/2/2024 17:17:39,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 17:17:42,Türkiye,Tam zamanlı,Remote,11 - 15,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, Java, C#, SQL",Backend,191 - 200,
8/2/2024 17:18:37,Türkiye,Tam zamanlı,Hybrid,3,Junior,"JavaScript, Java",Fullstack,41 - 50,
8/2/2024 17:18:48,Türkiye,Tam zamanlı,Office,1,Junior,SQL,Business Analyst,51 - 60,
8/2/2024 17:18:48,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, C#, Cobol",Fullstack,41 - 50,
8/2/2024 17:18:52,Türkiye,Tam zamanlı,Remote,16 - 20,Senior,"Java, C#",Backend,191 - 200,
8/2/2024 17:18:52,Türkiye,Tam zamanlı,Hybrid,11 - 15,Engineering Manager,C#,Backend,71 - 80,
8/2/2024 17:19:00,Türkiye,Tam zamanlı,Remote,2,Junior,C#,Backend,51 - 60,
8/2/2024 17:19:35,Amerika,Tam zamanlı,Remote,4,Senior,Dart,Flutter,101 - 110,
8/2/2024 17:19:40,Türkiye,Tam zamanlı,Remote,8,Mid,"Java, Python, SQL",Backend,131 - 140,
8/2/2024 17:20:16,Türkiye,Tam zamanlı,Remote,16 - 20,Engineering Manager,"JavaScript, TypeScript, Java, Go, PHP, C#, Kotlin, Swift, Python, Dart, Ruby, Rust, C, C++, Objective C",Fullstack,51 - 60,
8/2/2024 17:20:55,Türkiye,Tam zamanlı,Hybrid,2,Junior,ABAP,Backend,31 - 40,
8/2/2024 17:20:58,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, Java, C#, SQL",Backend,51 - 60,
8/2/2024 17:20:59,Türkiye,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 17:21:42,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 17:21:44,Türkiye,Tam zamanlı,,8,Senior,C#,Fullstack,101 - 110,
8/2/2024 17:23:18,Türkiye,Tam zamanlı,Office,3,Mid,Swift,iOS,21 - 30,
8/2/2024 17:23:35,Türkiye,Tam zamanlı,Hybrid,3,Mid,"JavaScript, Java, C#, SQL",Fullstack,51 - 60,
8/2/2024 17:23:42,Türkiye,Yarı zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, PHP, Python",IT Specialist,21 - 30,
8/2/2024 17:24:28,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 17:24:57,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"C#, SQL",Backend,81 - 90,
8/2/2024 17:26:21,Türkiye,Tam zamanlı,Hybrid,10,Senior,"C#, SQL",SAP Developer,81 - 90,
8/2/2024 17:26:36,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,41 - 50,
8/2/2024 17:27:05,Türkiye,Tam zamanlı,Remote,2,Junior,Kotlin,Android,41 - 50,
8/2/2024 17:27:18,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, TypeScript, C#, Dart",Fullstack,41 - 50,
8/2/2024 17:28:37,Türkiye,Tam zamanlı,Hybrid,20 - 30,Engineering Manager,"C#, SQL, Visual Basic",Backend,121 - 130,
8/2/2024 17:28:37,Türkiye,Tam zamanlı,Hybrid,2,Mid,"Java, Kotlin",Android,51 - 60,
8/2/2024 17:29:32,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 17:29:54,Türkiye,Tam zamanlı,Hybrid,3,Mid,"JavaScript, Java",Backend,81 - 90,
8/2/2024 17:30:02,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, C#",Backend,71 - 80,
8/2/2024 17:30:21,Türkiye,Tam zamanlı,Hybrid,16 - 20,Engineering Manager,"Java, C#, SQL, Visual Basic",Project Manager,61 - 70,
8/2/2024 17:30:26,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, TypeScript",React Native,61 - 70,
8/2/2024 17:30:33,Türkiye,Tam zamanlı,Remote,3,Mid,"C#, SQL",Backend,51 - 60,
8/2/2024 17:30:41,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, SQL",Fullstack,61 - 70,
8/2/2024 17:30:41,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 17:30:44,Türkiye,Tam zamanlı,Remote,4,Senior,"C#, SQL",Backend,51 - 60,
8/2/2024 17:31:05,Türkiye,Tam zamanlı,Remote,7,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 17:31:21,Türkiye,Tam zamanlı,Hybrid,3,Mid,"JavaScript, TypeScript",Backend,51 - 60,
8/2/2024 17:31:24,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, C#, Python, SQL, R Language",Data Scientist,81 - 90,
8/2/2024 17:31:27,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 17:31:37,Türkiye,Tam zamanlı,Remote,11 - 15,Engineering Manager,"HTML/CSS, JavaScript, C#, SQL",Backend,161 - 170,
8/2/2024 17:31:55,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 17:32:00,Türkiye,Tam zamanlı,Remote,10,Team Lead,"HTML/CSS, JavaScript",Frontend,121 - 130,
8/2/2024 17:32:16,Türkiye,Tam zamanlı,Hybrid,7,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 17:32:24,Türkiye,Tam zamanlı,Remote,6,Senior,Java,Backend,91 - 100,
8/2/2024 17:32:47,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, PHP, Python, C++, SQL, Bash",Fullstack,51 - 60,
8/2/2024 17:32:55,Türkiye,Tam zamanlı,Office,6,Team Lead,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 17:33:14,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, TypeScript",Test Automation Engineer,31 - 40,
8/2/2024 17:33:16,Türkiye,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 17:33:44,Türkiye,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 17:34:04,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 17:34:25,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 17:34:26,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript, PHP, C#",Frontend,61 - 70,
8/2/2024 17:34:31,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, Java, Python, SQL",Backend,41 - 50,
8/2/2024 17:34:34,Türkiye,Tam zamanlı,Hybrid,3,Mid,C#,Backend,61 - 70,
8/2/2024 17:34:45,Türkiye,Tam zamanlı,Remote,3,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 17:34:46,Türkiye,Tam zamanlı,Office,30+,C-Level Manager,"C#, C, C++, SQL, Cobol",Project Manager,41 - 50,
8/2/2024 17:36:37,Türkiye,Tam zamanlı,Remote,5,Senior,Java,Backend,51 - 60,
8/2/2024 17:36:51,Türkiye,Tam zamanlı,Remote,2,Mid,"Java, Scala, SQL",Backend,51 - 60,
8/2/2024 17:37:05,Türkiye,Tam zamanlı,Office,3,Mid,C#,Backend,51 - 60,
8/2/2024 17:37:20,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, Java",Fullstack,71 - 80,
8/2/2024 17:37:57,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"Go, Bash",Cyber Security Engineer,71 - 80,
8/2/2024 17:38:05,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, Python, SQL",Fullstack,51 - 60,
8/2/2024 17:38:32,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
