Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Aylık ortalama net kaç bin TL alıyorsun?,Cinsiyet
8/2/2024 13:33:41,Türkiye,Tam zamanlı,Hybrid,16 - 20,Architect,"HTML/CSS, JavaScript, PHP, C#, Python, Objective C, SQL",Fullstack,91 - 100,
8/2/2024 13:33:45,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 13:33:46,Türkiye,Freelance,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 13:33:58,Türkiye,Tam zamanlı,Hybrid,6,Team Lead,"HTML/CSS, JavaScript, TypeScript",Frontend,111 - 120,
8/2/2024 13:34:02,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,101 - 110,
8/2/2024 13:34:06,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,91 - 100,
8/2/2024 13:34:15,Türkiye,Tam zamanlı,Remote,16 - 20,Senior,C#,Backend,101 - 110,
8/2/2024 13:34:23,Türkiye,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, C#, SQL",Backend,61 - 70,
8/2/2024 13:34:32,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,21 - 30,
8/2/2024 13:34:33,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 13:34:43,Türkiye,Tam zamanlı,Hybrid,0,Junior,Hiçbiri,Danışmanlık,21 - 30,
8/2/2024 13:34:52,Türkiye,Tam zamanlı,Remote,1,Junior,"Python, SQL, R Language",Data Engineer,31 - 40,
8/2/2024 13:34:54,Türkiye,Tam zamanlı,Office,1,Junior,Python,Data Scientist,21 - 30,
8/2/2024 13:34:55,Türkiye,Tam zamanlı,Remote,2,Junior,"JavaScript, Java, Kotlin, Swift",React Native,41 - 50,
8/2/2024 13:35:00,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,91 - 100,
8/2/2024 13:35:03,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript",Frontend,91 - 100,
8/2/2024 13:35:05,Yurtdışı TR hub,Tam zamanlı,Hybrid,2,Mid,"Go, Python",DevOps,31 - 40,
8/2/2024 13:35:37,Türkiye,Tam zamanlı,Remote,7,Senior,"TypeScript, Go, Kotlin, Swift, Objective C",React Native,51 - 60,
8/2/2024 13:35:47,Türkiye,Tam zamanlı,Remote,3,Junior,C#,Backend,21 - 30,
8/2/2024 13:35:53,Yurtdışı TR hub,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,91 - 100,
8/2/2024 13:35:56,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,51 - 60,
8/2/2024 13:35:57,Türkiye,Tam zamanlı,Hybrid,5,Senior,Java,Backend,111 - 120,
8/2/2024 13:35:58,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, Java, Python, SQL",Manuel Tester,41 - 50,
8/2/2024 13:36:02,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript",Fullstack,21 - 30,
8/2/2024 13:36:02,Türkiye,Tam zamanlı,Hybrid,6,Senior,C#,Backend,101 - 110,
8/2/2024 13:36:02,Yurtdışı TR hub,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,71 - 80,
8/2/2024 13:36:06,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript",UI/UX Designer,41 - 50,
8/2/2024 13:36:15,Türkiye,Tam zamanlı,Remote,5,Mid,Java,Backend,61 - 70,
8/2/2024 13:36:29,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, C#, Cobol",Fullstack,21 - 30,
8/2/2024 13:36:30,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, C#, C, Bash",Backend,11 - 20,
8/2/2024 13:36:35,Türkiye,Tam zamanlı,Hybrid,3,Team Lead,"HTML/CSS, JavaScript, TypeScript, Java, C#, SQL",DevOps,41 - 50,
8/2/2024 13:36:38,Yurtdışı TR hub,Tam zamanlı,Remote,4,Senior,TypeScript,Backend,171 - 180,
8/2/2024 13:36:42,Türkiye,Tam zamanlı,Remote,1,Junior,"C#, SQL",Fullstack,41 - 50,
8/2/2024 13:36:46,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, C#",Fullstack,31 - 40,
8/2/2024 13:36:51,Türkiye,Tam zamanlı,Remote,5,Mid,"JavaScript, TypeScript",React Native,61 - 70,
8/2/2024 13:36:51,Yurtdışı TR hub,Tam zamanlı,Remote,3,Mid,"JavaScript, Java, Go, Rust",Blockchain Developer,141 - 150,
8/2/2024 13:37:03,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,101 - 110,
8/2/2024 13:37:04,Türkiye,Tam zamanlı,Hybrid,2,Mid,"JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 13:37:19,Türkiye,Tam zamanlı,Office,4,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 13:37:22,Türkiye,Tam zamanlı,Hybrid,10,Senior,"HTML/CSS, JavaScript, PHP",Fullstack,31 - 40,
8/2/2024 13:37:47,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 13:37:54,Türkiye,Tam zamanlı,Office,1,Junior,Swift,iOS,21 - 30,
8/2/2024 13:37:58,Türkiye,Tam zamanlı,Hybrid,4,Mid,C#,Backend,51 - 60,
8/2/2024 13:38:01,Türkiye,Tam zamanlı,Hybrid,2,Mid,JavaScript,React Native,31 - 40,
8/2/2024 13:38:01,Avrupa,Tam zamanlı,Hybrid,5,Mid,"JavaScript, Java",Fullstack,121 - 130,
8/2/2024 13:38:10,Türkiye,Tam zamanlı,Hybrid,5,Senior,Kotlin,Android,151 - 160,
8/2/2024 13:38:13,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 13:38:17,Türkiye,Tam zamanlı,Remote,3,Junior,"JavaScript, C#, Python, C++, SQL",Backend,11 - 20,
8/2/2024 13:38:20,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 13:38:23,Türkiye,Tam zamanlı,Office,8,Senior,"HTML/CSS, JavaScript, SQL",Fullstack,71 - 80,
8/2/2024 13:38:30,Türkiye,Tam zamanlı,Hybrid,6,Senior,Dart,Flutter,131 - 140,
8/2/2024 13:38:31,Türkiye,Tam zamanlı,Remote,8,Senior,C#,Backend,81 - 90,
8/2/2024 13:38:38,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, PHP, SQL",Backend,31 - 40,
8/2/2024 13:38:52,Türkiye,Tam zamanlı,Remote,2,Junior,Dart,Flutter,71 - 80,
8/2/2024 13:38:53,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, Java, C#",Fullstack,51 - 60,
8/2/2024 13:39:10,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 13:39:20,Türkiye,Tam zamanlı,Remote,10,Senior,"Java, C#, Python, SQL",Backend,71 - 80,
8/2/2024 13:39:24,Türkiye,Tam zamanlı,Remote,3,Mid,"Kotlin, Swift, Dart",Flutter,51 - 60,
8/2/2024 13:39:30,Türkiye,Tam zamanlı,Hybrid,20 - 30,Senior,C#,Fullstack,71 - 80,
8/2/2024 13:39:47,Türkiye,Tam zamanlı,Hybrid,3,Mid,Java,Backend,41 - 50,
8/2/2024 13:40:00,Türkiye,Tam zamanlı,Hybrid,4,Mid,"TypeScript, C#",Fullstack,31 - 40,
8/2/2024 13:40:00,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,61 - 70,
8/2/2024 13:40:00,Türkiye,Tam zamanlı,Hybrid,2,Mid,"Java, Kotlin",Android,91 - 100,
8/2/2024 13:40:19,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,61 - 70,
8/2/2024 13:40:24,Türkiye,Tam zamanlı,Remote,4,Mid,"Python, Rust, C++, SQL, Bash",ML Engineer,51 - 60,
8/2/2024 13:41:36,Türkiye,Tam zamanlı,Remote,2,Mid,"PHP, SQL",Backend,111 - 120,
8/2/2024 13:41:36,Yurtdışı TR hub,Tam zamanlı,Remote,0,Junior,C#,Backend,31 - 40,
8/2/2024 13:41:37,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, Java, C#, Python, Rust, C, SQL",Fullstack,51 - 60,
8/2/2024 13:41:42,Türkiye,Tam zamanlı,Office,16 - 20,Senior,"HTML/CSS, JavaScript, Go, PHP, SQL",Fullstack,71 - 80,
8/2/2024 13:41:42,Türkiye,Yarı zamanlı,Remote,1,Junior,Java,Backend,21 - 30,
8/2/2024 13:42:05,Türkiye,Tam zamanlı,Remote,3,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 13:42:11,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, TypeScript",React Native,61 - 70,
8/2/2024 13:42:26,Türkiye,Tam zamanlı,Remote,1,Junior,TypeScript,React Native,31 - 40,
8/2/2024 13:42:36,Türkiye,Tam zamanlı,Hybrid,5,Senior,"HTML/CSS, JavaScript",Frontend,141 - 150,
8/2/2024 13:42:56,Türkiye,Tam zamanlı,Office,6,Mid,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 13:43:16,Türkiye,Tam zamanlı,Hybrid,4,Mid,SQL,Project Manager,51 - 60,
8/2/2024 13:43:22,Türkiye,Tam zamanlı,Remote,5,Senior,Java,Backend,131 - 140,
8/2/2024 13:43:29,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 13:43:43,Türkiye,Tam zamanlı,Office,6,Senior,"Java, Scala, SQL",Data Engineer,201 - 210,
8/2/2024 13:43:50,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 13:43:56,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, PHP",Backend,31 - 40,
8/2/2024 13:44:08,Türkiye,Tam zamanlı,Remote,3,Mid,Java,Backend,71 - 80,
8/2/2024 13:44:14,Türkiye,Tam zamanlı,Remote,6,Senior,Hiçbiri,Product Designer,61 - 70,
8/2/2024 13:44:16,Türkiye,Yarı zamanlı,Remote,1,Junior,"HTML/CSS, C#",Fullstack,0 - 10,
8/2/2024 13:44:17,Türkiye,Tam zamanlı,Remote,1,Junior,Kotlin,Android,41 - 50,
8/2/2024 13:44:28,Amerika,Tam zamanlı,Remote,4,Mid,"HTML/CSS, TypeScript, Ruby",Fullstack,101 - 110,
8/2/2024 13:44:36,Türkiye,Tam zamanlı,Remote,2,Junior,Hiçbiri,Manuel Tester,21 - 30,
8/2/2024 13:44:40,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 13:44:42,Türkiye,Kendi işim,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, PHP, Python",Fullstack,31 - 40,
8/2/2024 13:44:45,Türkiye,Tam zamanlı,Office,6,Mid,"Java, Kotlin",Android,61 - 70,
8/2/2024 13:44:46,Türkiye,Tam zamanlı,Hybrid,10,Senior,"Python, SQL, R Language",Data Scientist,151 - 160,
8/2/2024 13:44:48,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,Java,Product Manager,141 - 150,
8/2/2024 13:44:55,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 13:45:28,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 13:45:35,Türkiye,Tam zamanlı,Office,0,Junior,"Python, C",Data Scientist,21 - 30,
8/2/2024 13:45:36,Türkiye,Tam zamanlı,Remote,5,Senior,Python,ML Engineer,191 - 200,
8/2/2024 13:45:37,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 13:45:54,Türkiye,Tam zamanlı,Remote,2,Mid,"JavaScript, TypeScript, C#, Bash",DevOps,31 - 40,
8/2/2024 13:46:00,Avrupa,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, Java, PHP, C#",Frontend,101 - 110,
8/2/2024 13:46:04,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,71 - 80,
8/2/2024 13:46:10,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, TypeScript, Python, SQL",Frontend,71 - 80,
8/2/2024 13:46:17,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 13:46:24,Türkiye,Tam zamanlı,Office,5,Senior,Python,DevOps,251 - 260,
8/2/2024 13:46:45,Türkiye,Tam zamanlı,Hybrid,3,Mid,Java,Fullstack,71 - 80,
8/2/2024 13:46:56,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 13:47:03,Türkiye,Tam zamanlı,Hybrid,5,Mid,HTML/CSS,Business Analyst,51 - 60,
8/2/2024 13:47:17,Türkiye,Tam zamanlı,Office,3,Senior,"HTML/CSS, JavaScript, PHP, C#, SQL",Fullstack,41 - 50,
8/2/2024 13:47:54,Türkiye,Tam zamanlı,Remote,2,Junior,Hiçbiri,Manuel Tester,21 - 30,
8/2/2024 13:47:56,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 13:47:57,Türkiye,Tam zamanlı,Hybrid,10,Team Lead,PHP,Backend,101 - 110,
8/2/2024 13:48:17,Türkiye,Tam zamanlı,Office,5,Senior,Kotlin,Danışmanlık,31 - 40,
8/2/2024 13:48:30,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,31 - 40,
8/2/2024 13:48:34,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, PHP",React Native,11 - 20,
8/2/2024 13:48:44,Türkiye,Freelance,Remote,2,Junior,"HTML/CSS, JavaScript",Fullstack,11 - 20,
8/2/2024 13:48:45,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 13:49:03,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, PHP",Fullstack,21 - 30,
8/2/2024 13:49:06,Türkiye,Freelance,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Backend,21 - 30,
8/2/2024 13:49:21,Türkiye,Tam zamanlı,Hybrid,5,Team Lead,HTML/CSS,Product Manager,71 - 80,
8/2/2024 13:49:33,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, Python, SQL",Backend,41 - 50,
8/2/2024 13:49:33,Türkiye,Tam zamanlı,Remote,2,Junior,"JavaScript, TypeScript",React Native,41 - 50,
8/2/2024 13:49:43,Türkiye,Tam zamanlı,Remote,4,Mid,Python,ML Engineer,41 - 50,
8/2/2024 13:49:52,Türkiye,Tam zamanlı,Remote,2,Junior,"JavaScript, C#",Fullstack,41 - 50,
8/2/2024 13:49:56,Avrupa,Tam zamanlı,Remote,4,Mid,JavaScript,Frontend,51 - 60,
8/2/2024 13:50:28,Amerika,Freelance,Remote,11 - 15,Senior,"C#, Python",Backend,121 - 130,
8/2/2024 13:50:37,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,C#,Backend,121 - 130,
8/2/2024 13:50:40,Türkiye,Tam zamanlı,Remote,0,Mid,"HTML/CSS, JavaScript, TypeScript, Go, Bash",Fullstack,31 - 40,
8/2/2024 13:50:43,Türkiye,Tam zamanlı,Hybrid,6,Senior,"Go, Python",Backend,121 - 130,
8/2/2024 13:50:57,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 13:51:08,Avrupa,Tam zamanlı,Remote,1,Team Lead,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 13:51:12,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 13:51:33,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 13:51:41,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 13:51:55,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,91 - 100,
8/2/2024 13:51:59,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript, Java",Fullstack,71 - 80,
8/2/2024 13:52:27,Yurtdışı TR hub,Tam zamanlı,Remote,10,Senior,"JavaScript, TypeScript, C#",Fullstack,201 - 210,
8/2/2024 13:52:31,Yurtdışı TR hub,Tam zamanlı,Remote,10,Senior,TypeScript,Backend,141 - 150,
8/2/2024 13:52:37,Türkiye,Tam zamanlı,Remote,5,Senior,Python,Backend,51 - 60,
8/2/2024 13:52:51,Türkiye,Tam zamanlı,Hybrid,2,Junior,Swift,iOS,41 - 50,
8/2/2024 13:53:02,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, C#",Frontend,81 - 90,
8/2/2024 13:53:03,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,41 - 50,
8/2/2024 13:53:06,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript",Frontend,21 - 30,
8/2/2024 13:53:07,Türkiye,Tam zamanlı,Office,0,Junior,Swift,iOS,11 - 20,
8/2/2024 13:53:10,Türkiye,Yarı zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript, Java",Fullstack,0 - 10,
8/2/2024 13:53:39,Türkiye,Tam zamanlı,Remote,4,Mid,"Java, Kotlin",Android,51 - 60,
8/2/2024 13:53:41,Türkiye,Tam zamanlı,Hybrid,3,Mid,"Java, Python",Backend,51 - 60,
8/2/2024 13:54:15,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 13:54:34,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, PHP, SQL",Fullstack,51 - 60,
8/2/2024 13:54:41,Türkiye,Tam zamanlı,Hybrid,0,Junior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,11 - 20,
8/2/2024 13:54:53,Türkiye,Tam zamanlı,Remote,1,Junior,"Java, Swift, SQL",Test Automation Engineer,21 - 30,
8/2/2024 13:55:21,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,81 - 90,
8/2/2024 13:55:47,Türkiye,Tam zamanlı,Remote,2,Mid,Hiçbiri,Backend,31 - 40,
8/2/2024 13:56:02,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,101 - 110,
8/2/2024 13:56:15,Türkiye,Tam zamanlı,Remote,2,Junior,C#,Backend,51 - 60,
8/2/2024 13:56:16,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, Java, SQL",Business Analyst,61 - 70,
8/2/2024 13:56:20,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, Python, SQL, Hiçbiri",Fullstack,21 - 30,
8/2/2024 13:56:28,Türkiye,Tam zamanlı,Office,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 13:56:48,Türkiye,Tam zamanlı,Office,3,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, SQL",Fullstack,71 - 80,
8/2/2024 13:56:56,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"HTML/CSS, TypeScript, C#, SQL",Fullstack,111 - 120,
8/2/2024 13:56:57,Türkiye,Tam zamanlı,Office,2,Mid,"TypeScript, Go, Ruby",Backend,41 - 50,
8/2/2024 13:57:08,Türkiye,Tam zamanlı,Remote,2,Junior,"JavaScript, TypeScript, SQL",Backend,21 - 30,
8/2/2024 13:57:14,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 13:57:23,Türkiye,Tam zamanlı,Remote,4,Team Lead,"C#, Kotlin, Dart, SQL",Fullstack,81 - 90,
8/2/2024 13:57:25,Amerika,Tam zamanlı,Remote,5,Senior,"Python, SQL, R Language",ML Engineer,121 - 130,
8/2/2024 13:57:35,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 13:57:39,Türkiye,Tam zamanlı,Hybrid,16 - 20,Senior,SQL,Product Owner,71 - 80,
8/2/2024 13:57:39,Türkiye,Tam zamanlı,Office,9,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, SQL",Fullstack,31 - 40,
8/2/2024 13:57:41,Türkiye,Tam zamanlı,Remote,0,Junior,C#,Backend,21 - 30,
8/2/2024 13:57:41,Türkiye,Tam zamanlı,Office,2,Junior,"JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 13:57:46,Türkiye,Tam zamanlı,Hybrid,9,Senior,"JavaScript, Swift, C",Fullstack,31 - 40,
8/2/2024 13:57:51,Türkiye,Tam zamanlı,Office,11 - 15,Senior,Hiçbiri,Danışmanlık,131 - 140,
8/2/2024 13:57:56,Türkiye,Tam zamanlı,Hybrid,0,Junior,C#,Fullstack,31 - 40,
8/2/2024 13:57:56,Avrupa,Tam zamanlı,Remote,16 - 20,Team Lead,"JavaScript, PHP",Fullstack,111 - 120,
8/2/2024 13:58:02,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, C#",Fullstack,21 - 30,
8/2/2024 13:58:22,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"JavaScript, PHP, Python",Fullstack,101 - 110,
8/2/2024 13:58:28,Türkiye,Tam zamanlı,Office,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, PHP",Backend,81 - 90,
8/2/2024 13:58:37,Türkiye,Tam zamanlı,Hybrid,2,Mid,"Kotlin, Swift",Fullstack,41 - 50,
8/2/2024 13:58:39,Türkiye,Tam zamanlı,Hybrid,4,Mid,"Java, Go, C#",Backend,101 - 110,
8/2/2024 13:58:52,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Go",Fullstack,51 - 60,
8/2/2024 13:59:06,Türkiye,Tam zamanlı,Office,2,Junior,"Python, SQL",ML Engineer,31 - 40,
8/2/2024 14:00:31,Türkiye,Tam zamanlı,Hybrid,4,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 14:00:37,Türkiye,Tam zamanlı,Remote,6,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 14:00:49,Türkiye,Tam zamanlı,Remote,3,Senior,"HTML/CSS, JavaScript, TypeScript, Ruby",Fullstack,61 - 70,
8/2/2024 14:00:58,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 14:01:05,Türkiye,Tam zamanlı,Remote,8,C-Level Manager,Hiçbiri,Product Owner,101 - 110,
8/2/2024 14:01:09,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, TypeScript",Frontend,21 - 30,
8/2/2024 14:01:20,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,91 - 100,
8/2/2024 14:01:22,Türkiye,Tam zamanlı,Office,3,Team Lead,"HTML/CSS, JavaScript, TypeScript, PHP, SQL",Backend,91 - 100,
8/2/2024 14:01:23,Türkiye,Tam zamanlı,Hybrid,8,Senior,Hiçbiri,Cyber Security Engineer,141 - 150,
8/2/2024 14:01:33,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,51 - 60,
8/2/2024 14:01:59,Türkiye,Tam zamanlı,Hybrid,4,Mid,"JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 14:02:20,Türkiye,Tam zamanlı,Office,6,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,91 - 100,
8/2/2024 14:02:31,Avrupa,Tam zamanlı,Hybrid,4,Junior,"Java, Python, Bash",Backend,211 - 220,
8/2/2024 14:02:45,Yurtdışı TR hub,Tam zamanlı,Office,16 - 20,Architect,"HTML/CSS, JavaScript, Go, Python, Bash",DevOps,91 - 100,
8/2/2024 14:02:52,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 14:03:01,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 14:03:08,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 14:03:13,Türkiye,Tam zamanlı,Hybrid,1,Junior,"Java, Go",DevOps,61 - 70,
8/2/2024 14:03:45,Türkiye,Tam zamanlı,Office,2,Junior,Hiçbiri,Product Designer,41 - 50,
8/2/2024 14:04:06,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,41 - 50,
8/2/2024 14:04:09,Avrupa,Tam zamanlı,Remote,7,Team Lead,C#,Backend,81 - 90,
8/2/2024 14:04:14,Türkiye,Tam zamanlı,Hybrid,5,Mid,Java,Backend,81 - 90,
8/2/2024 14:04:16,,,,3,Mid,Java,Test Automation Engineer,41 - 50,
8/2/2024 14:04:20,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, PHP, SQL",Backend,51 - 60,
8/2/2024 14:04:35,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, PHP, SQL, Visual Basic",Fullstack,31 - 40,
8/2/2024 14:04:47,Türkiye,Tam zamanlı,,11 - 15,Architect,Java,Danışmanlık,231 - 240,
8/2/2024 14:05:17,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 14:05:20,Türkiye,Tam zamanlı,Remote,11 - 15,Director Level Manager,Hiçbiri,Project Manager,51 - 60,
8/2/2024 14:05:30,Amerika,Tam zamanlı,Remote,7,Senior,"Swift, Objective C, SQL",iOS,201 - 210,
8/2/2024 14:06:06,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
